from,to,reason,strength,confidence,divergence,status
henry-purcell-1659,george-frideric-handel-1685,"Purcell's English vocal music and dramatic style influenced Handel's English oratorios and operas.",0.70,0.85,0.40,pending
arcangelo-corelli-1653,benedetto-marcello-1686,"Marcello was influenced by Corelli's Baroque style, especially in his use of counterpoint and instrumental forms.",0.80,0.90,0.30,pending
alessandro-scarlatti-1660,benedetto-marcello-1686,"Scarlatti's vocal and instrumental compositions shaped Marcello's approach to melody and harmony in the Baroque tradition.",0.70,0.85,0.40,pending
claudio-monteverdi-1567,benedetto-marcello-1686,"Monteverdi's pioneering work in early Baroque vocal music influenced Marcello's sacred and secular vocal compositions.",0.60,0.80,0.50,pending
heinrich-schutz-1585,benedetto-marcello-1686,"Schütz's expressive sacred music and use of text setting impacted Marcello's own sacred compositions.",0.50,0.75,0.50,pending
arcangelo-corelli-1653,giuseppe-tartini-1692,"Corelli's violin technique and concerto grosso form significantly influenced Tartini's violin compositions and style.",0.90,0.95,0.30,pending
heinrich-franz-von-biber-1644,giuseppe-tartini-1692,"Biber's virtuosic violin writing and use of scordatura tuning influenced Tartini's approach to violin technique and expression.",0.70,0.85,0.40,pending
alessandro-scarlatti-1660,giuseppe-tartini-1692,"Scarlatti's operatic and instrumental style shaped the Baroque musical environment that Tartini absorbed, especially in melodic and harmonic language.",0.60,0.80,0.50,pending
antonio-vivaldi-1678,giuseppe-tartini-1692,"Vivaldi's violin concertos and virtuosic style were a direct influence on Tartini's compositions and violin technique.",0.80,0.90,0.30,pending
johann-pachelbel-1653,giuseppe-tartini-1692,"Pachelbel's harmonic progressions and contrapuntal style contributed to the Baroque tradition that informed Tartini's compositional approach.",0.50,0.70,0.60,pending
alessandro-scarlatti-1660,giovanni-battista-pergolesi-1710,"Pergolesi was heavily influenced by Alessandro Scarlatti's operatic and sacred music style, especially in his use of melodic expressiveness and early Neapolitan opera forms.",0.90,0.95,0.30,pending
antonio-vivaldi-1678,giovanni-battista-pergolesi-1710,"Vivaldi's instrumental and vocal writing influenced Pergolesi's approach to melody and orchestration, particularly in his concertato style and ritornello forms.",0.70,0.85,0.40,pending
georg-philipp-telemann-1681,giovanni-battista-pergolesi-1710,"Telemann's synthesis of Italian, French, and German styles provided a model for Pergolesi's blending of national styles in his sacred and secular compositions.",0.50,0.70,0.50,pending
johann-sebastian-bach-1685,carl-philipp-emanuel-bach-1714,"Carl Philipp Emanuel Bach was the son of Johann Sebastian Bach and was deeply influenced by his father's compositional style and contrapuntal techniques.",0.90,1.00,0.30,pending
georg-philipp-telemann-1681,carl-philipp-emanuel-bach-1714,"Telemann was a major figure in the German Baroque and influenced C.P.E. Bach's early compositional style and approach to instrumental music.",0.70,0.90,0.40,pending
domenico-scarlatti-1685,carl-philipp-emanuel-bach-1714,"Scarlatti's keyboard works influenced C.P.E. Bach's development of expressive keyboard techniques and sonata form.",0.60,0.80,0.50,pending
george-frideric-handel-1685,carl-philipp-emanuel-bach-1714,"Handel's dramatic and expressive style had an impact on C.P.E. Bach's approach to melody and affect in his compositions.",0.50,0.70,0.50,pending
jean-philippe-rameau-1683,carl-philipp-emanuel-bach-1714,"Rameau's theoretical work and harmonic innovations influenced C.P.E. Bach's harmonic language and keyboard writing.",0.50,0.70,0.60,pending
dietrich-buxtehude-1637,carl-philipp-emanuel-bach-1714,"Buxtehude's organ and vocal works influenced the North German Baroque tradition that shaped C.P.E. Bach's early musical environment.",0.40,0.60,0.60,pending
jean-baptiste-lully-1632,christoph-willibald-von-gluck-1714,"Gluck was heavily influenced by Lully's French operatic style, especially in his reform operas which sought to simplify and dramatize opera.",0.90,1.00,0.30,pending
georg-philipp-telemann-1681,christoph-willibald-von-gluck-1714,"Telemann's blend of Italian, French, and German styles influenced Gluck's compositional approach and orchestration.",0.60,0.80,0.50,pending
jean-philippe-rameau-1683,christoph-willibald-von-gluck-1714,"Rameau's harmonic innovations and operatic works were a significant influence on Gluck's operatic reform and harmonic language.",0.70,0.90,0.40,pending
arcangelo-corelli-1653,christoph-willibald-von-gluck-1714,"Corelli's development of the concerto grosso and his melodic style influenced Gluck's orchestral writing and formal clarity.",0.50,0.70,0.50,pending
alessandro-scarlatti-1660,christoph-willibald-von-gluck-1714,"Scarlatti's operatic and vocal style, especially in the Neapolitan tradition, shaped Gluck's early operatic compositions.",0.60,0.80,0.40,pending
georg-philipp-telemann-1681,christoph-willibald-von-gluck-1714,"Telemann's prolific output and synthesis of national styles provided a model for Gluck's own stylistic integration.",0.60,0.80,0.50,pending
johann-sebastian-bach-1685,franz-joseph-haydn-1732,"Haydn studied Bach's contrapuntal techniques and was influenced by his mastery of fugue and Baroque forms.",0.80,1.00,0.30,pending
george-frideric-handel-1685,franz-joseph-haydn-1732,"Haydn admired Handel's dramatic oratorios and incorporated elements of his style into his own vocal and choral works.",0.70,0.90,0.40,pending
carl-philipp-emanuel-bach-1714,franz-joseph-haydn-1732,"C.P.E. Bach's expressive style and keyboard works influenced Haydn's development of the Classical style and his keyboard compositions.",0.75,0.95,0.35,pending
georg-philipp-telemann-1681,franz-joseph-haydn-1732,"Telemann's prolific output and blending of French, Italian, and German styles provided a model for Haydn's synthesis of diverse musical traditions.",0.60,0.80,0.50,pending
arcangelo-corelli-1653,franz-joseph-haydn-1732,"Corelli's development of the concerto grosso and sonata forms influenced Haydn's instrumental writing and formal structures.",0.65,0.85,0.40,pending
johann-sebastian-bach-1685,johann-christian-bach-1735,"Johann Christian Bach was the youngest son of Johann Sebastian Bach and was directly influenced by his father's Baroque compositional style and mastery of counterpoint.",0.80,1.00,0.40,pending
george-frideric-handel-1685,johann-christian-bach-1735,"Handel's operatic and orchestral style influenced J.C. Bach, especially in his own operas and symphonic works during his time in London.",0.70,0.90,0.50,pending
carl-philipp-emanuel-bach-1714,johann-christian-bach-1735,"As his older brother, C.P.E. Bach's expressive and empfindsamer Stil influenced J.C. Bach's melodic and harmonic language.",0.70,0.95,0.40,pending
christoph-willibald-von-gluck-1714,johann-christian-bach-1735,"Gluck's operatic reforms and emphasis on dramatic clarity influenced J.C. Bach's operatic compositions.",0.50,0.80,0.50,pending
franz-joseph-haydn-1732,johann-christian-bach-1735,"Haydn and J.C. Bach were contemporaries and shared stylistic traits of the early Classical style, with mutual influence in symphonic and chamber music.",0.40,0.70,0.50,pending
franz-joseph-haydn-1732,karl-ditters-von-dittersdorf-1739,"Haydn was a leading figure of the Classical style and a contemporary who influenced Dittersdorf's symphonic and chamber music through shared stylistic traits and mutual acquaintance.",0.80,0.90,0.30,pending
wolfgang-amadeus-mozart-1756,karl-ditters-von-dittersdorf-1739,"Mozart and Dittersdorf were contemporaries and friends, with Mozart's operatic and symphonic style influencing Dittersdorf's compositions.",0.70,0.85,0.40,pending
carl-philipp-emanuel-bach-1714,karl-ditters-von-dittersdorf-1739,"C.P.E. Bach's expressive style and keyboard works influenced Dittersdorf's approach to melody and form in the early Classical period.",0.60,0.80,0.50,pending
christoph-willibald-von-gluck-1714,karl-ditters-von-dittersdorf-1739,"Gluck's operatic reforms and emphasis on dramatic expression influenced Dittersdorf's operatic compositions.",0.60,0.75,0.50,pending
franz-joseph-haydn-1732,luigi-boccherini-1743,"Haydn's development of the string quartet and classical style significantly influenced Boccherini's chamber music compositions.",0.80,0.90,0.30,pending
johann-sebastian-bach-1685,luigi-boccherini-1743,"Bach's mastery of counterpoint and baroque forms provided a foundational influence on Boccherini's early compositional techniques.",0.60,0.80,0.50,pending
georg-philipp-telemann-1681,luigi-boccherini-1743,"Telemann's prolific output and blending of French, Italian, and German styles influenced Boccherini's melodic and formal approaches.",0.50,0.70,0.50,pending
antonio-vivaldi-1678,luigi-boccherini-1743,"Vivaldi's virtuosic violin writing and concerto forms influenced Boccherini's string compositions and instrumental techniques.",0.60,0.70,0.40,pending
carl-philipp-emanuel-bach-1714,luigi-boccherini-1743,"C.P.E. Bach's expressive style and early classical innovations shaped Boccherini's approach to melody and form.",0.70,0.80,0.40,pending
johann-sebastian-bach-1685,carl-stamitz-1745,"Stamitz was influenced by Bach's mastery of counterpoint and Baroque forms, which shaped his early compositional style.",0.70,0.90,0.40,pending
georg-philipp-telemann-1681,carl-stamitz-1745,"Telemann's prolific output and blending of French, Italian, and German styles influenced Stamitz's approach to orchestration and melody.",0.60,0.80,0.50,pending
carl-philipp-emanuel-bach-1714,carl-stamitz-1745,"C.P.E. Bach's expressive style and emphasis on empfindsamer Stil had a direct impact on Stamitz's early classical idiom.",0.80,0.95,0.30,pending
christoph-willibald-von-gluck-1714,carl-stamitz-1745,"Gluck's operatic reforms and emphasis on dramatic clarity influenced Stamitz's orchestral writing and thematic development.",0.50,0.70,0.50,pending
franz-joseph-haydn-1732,carl-stamitz-1745,"Haydn's development of the classical symphony and string quartet forms influenced Stamitz's contributions to the Mannheim school and orchestral music.",0.90,0.95,0.20,pending
christoph-willibald-von-gluck-1714,antonio-salieri-1750,"Gluck's operatic reforms and emphasis on dramatic expression significantly influenced Salieri's operatic style and compositional approach.",0.90,0.95,0.30,pending
franz-joseph-haydn-1732,antonio-salieri-1750,"Haydn's classical style and mastery of symphonic and chamber music forms influenced Salieri's instrumental compositions.",0.70,0.90,0.40,pending
johann-christian-bach-1735,antonio-salieri-1750,"J.C. Bach's galant style and keyboard works helped shape Salieri's early compositional style and melodic sensibility.",0.60,0.85,0.50,pending
wolfgang-amadeus-mozart-1756,antonio-salieri-1750,"Mozart and Salieri were contemporaries with mutual influence, but Mozart's innovative operatic and symphonic style impacted Salieri's later works.",0.50,0.80,0.60,pending
franz-joseph-haydn-1732,wolfgang-amadeus-mozart-1756,"Haydn was a close friend and mentor to Mozart, influencing his development in symphonic and chamber music forms.",0.90,1.00,0.20,pending
carl-philipp-emanuel-bach-1714,wolfgang-amadeus-mozart-1756,"C.P.E. Bach's expressive style and keyboard works influenced Mozart's approach to piano composition and emotional expression.",0.70,0.90,0.30,pending
johann-sebastian-bach-1685,wolfgang-amadeus-mozart-1756,"Mozart studied J.S. Bach's contrapuntal techniques, which informed his compositional craftsmanship and fugue writing.",0.60,0.95,0.40,pending
george-frideric-handel-1685,wolfgang-amadeus-mozart-1756,"Mozart admired Handel's operatic and oratorio styles, incorporating elements of his dramatic and choral writing.",0.50,0.85,0.50,pending
christoph-willibald-von-gluck-1714,wolfgang-amadeus-mozart-1756,"Gluck's operatic reforms influenced Mozart's operatic style, emphasizing drama and natural expression.",0.60,0.90,0.30,pending
antonio-salieri-1750,wolfgang-amadeus-mozart-1756,"Salieri was a teacher and contemporary of Mozart, influencing his operatic composition and style.",0.40,0.80,0.40,pending
domenico-scarlatti-1685,wolfgang-amadeus-mozart-1756,"Scarlatti's keyboard sonatas influenced Mozart's piano writing and virtuosic style.",0.50,0.85,0.40,pending
christoph-willibald-von-gluck-1714,luigi-cherubini-1760,"Cherubini was influenced by Gluck's operatic reforms, particularly the emphasis on dramatic expression and clarity in opera.",0.80,0.90,0.30,pending
wolfgang-amadeus-mozart-1756,luigi-cherubini-1760,"Mozart's classical style and operatic works influenced Cherubini's compositional approach, especially in his operas and sacred music.",0.70,0.85,0.40,pending
